bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,price
4,1.75,2111,4111,1.5,1,1,5,1451,551,1926,1,536511
4,3,2163,5883,2,1,1,3,2163,1,2116,1,248111
5,3,3481,57499,1,1,1,4,2341,1141,1976,1992,532111
4,2.5,2841,6268,2,1,1,3,2841,1,1998,2116,581111
2,1,1151,4411,1,1,1,4,1151,1,1915,1,463111
4,2.75,3111,3773,2,1,1,3,2111,1111,1919,1996,742511
3,2.5,1421,14851,1,1,1,4,1121,411,1963,1,261111
4,2.25,2431,32496,1,1,1,3,2431,1,1993,1,591111
4,2.25,1931,7452,1,1,1,3,1431,511,1984,1,312111
3,2.25,1661,11141,1,1,1,4,1371,291,1981,1,566111
3,2,1411,7293,1,1,1,4,1411,1,1963,1,511555
4,2.5,2661,4111,2,1,1,3,2661,1,2111,1,583111
4,2.5,2111,13311,1,1,1,4,1211,811,1968,1,291111
4,2.25,2131,8178,1,1,1,4,1381,751,1977,1,311111
3,2.25,1352,1694,3,1,1,3,1352,1,2117,1,325111
3,1.75,1751,11341,1,1,1,4,1311,451,1987,1,491311
5,1.75,2321,8111,1,1,1,4,1161,1161,1956,1,315111
2,1,1421,81892,1,1,1,3,1181,241,1956,2111,361111
4,2.5,1941,3784,2,1,1,3,1941,1,2113,1,331111
3,2,1411,4811,1,1,1,3,1411,1,1941,1996,481451
3,1,1361,9948,1,1,1,3,1361,1,1977,2114,234951
3,1.75,1221,7251,1,1,1,3,1221,1,1962,2113,251111
4,2.5,2831,21345,2,1,1,3,1981,851,1979,2114,782111
4,2.75,3781,11318,2,1,1,3,3781,1,1999,1,833111
4,2.5,2331,14289,2,1,1,4,2331,1,1978,2111,542511
3,2.5,3561,117291,2,1,1,3,3561,1,1987,2111,851111
4,1.5,1471,71811,1,1,1,3,1471,1,1976,1,325111
4,2.25,3161,48787,2,1,1,3,3161,1,1992,1,415111
3,1,1131,6127,1,1,1,3,881,151,1947,2112,252511
4,2.5,1931,9653,1,1,1,4,1931,1,1968,1,465111
3,1.75,1781,121661,1,1,1,4,1781,1,1979,1,336911
3,2.5,2111,9212,2,1,1,4,2111,1,1992,1,225111
3,2,1691,9583,1,1,1,4,1691,1,1969,1,271111
5,4.5,5191,23716,2,1,2,3,3391,1811,1987,2111,1712511
3,1.75,1311,5413,1.5,1,1,3,1311,1,1925,1992,536111
4,3.25,2411,29252,2,1,1,4,2411,1,1982,2111,585111
2,2,1151,6634,1,1,1,3,861,291,1941,1996,445111
4,2.25,2311,7491,2,1,1,3,2311,1,1981,1,321111
4,3.5,2731,3147,2,1,1,3,2411,331,2116,1,769911
4,2.5,2841,4511,2,1,1,3,2841,1,2112,1912,557111
2,1.5,1121,1525,2,1,1,3,1121,1,2114,2113,212111
3,2,1341,1384,3,1,1,3,1341,1,2118,1,376111
4,3.25,3541,159431,2,1,1,3,3541,1,2117,1,811111
5,6.5,7271,131117,2,1,1,3,6421,851,2111,1,2238888
3,2.25,998,914,2,1,1,3,798,211,2117,1,324111
5,2.75,3161,7115,1,1,1,5,1611,1461,1979,1,549911
3,2.5,2131,6969,2,1,1,3,2131,1,2113,1,321111
4,2,2521,6111,1,1,1,3,1411,1121,1921,2117,875111
4,1,1941,9533,1,1,1,3,1181,861,1962,2113,265111
3,2.5,1351,1251,3,1,1,3,1271,81,2116,1,394951
4,2.5,2161,5298,2.5,1,1,4,2161,1,1912,1,842511
3,2.5,1371,1351,2,1,1,3,1111,361,2117,1,368111
4,4.5,5421,111931,1,1,1,3,3891,1531,2111,1,1225111
4,2.5,2831,5111,2,1,1,3,2831,1,1995,1,885111
3,2.5,2111,2287,2,1,1,3,1391,621,2114,1,453246
4,2.75,3311,12191,2,1,1,3,3311,1,1953,1,927111
2,2.5,1231,1391,2,1,1,3,871,361,2114,2113,491111
3,1.5,1721,7119,1.5,1,1,4,1721,1,1952,1,341111
1,1,811,2451,1,1,1,5,811,1,1941,1,235111
3,1.75,1561,8178,1.5,1,4,4,1561,1,1928,1,1211111
3,2,2561,216777,1,1,1,3,2561,1,1986,1,561111
4,3.25,4711,38412,2,1,1,3,3421,1281,1978,1,911111
2,1,1221,2511,1,1,1,3,771,451,1911,2116,255111
5,2.75,3651,21151,1,1,1,4,2361,1291,1975,1,1575111
3,3.25,2171,12518,1.5,1,1,5,1651,521,1928,1971,876651
4,2.25,2541,228254,1,1,1,3,1451,1191,1991,2119,541111
2,1,911,4511,1.5,1,1,4,911,1,1916,1991,351111
4,2.5,2981,4931,2,1,1,3,2891,91,2111,1,751111
4,1.75,2121,4651,1,1,1,3,1191,931,1951,1994,582111
4,3.5,3461,3997,2,1,1,3,2561,911,2114,2113,1315111
5,3,2481,11191,1,1,1,3,1311,1181,2114,2113,372511
3,2.25,2211,16921,2,1,1,3,2211,1,1987,2111,411111
4,2,1731,5511,1,1,1,5,1111,721,1943,1,361111
3,2.5,2921,34527,1,1,4,4,1811,1121,1954,1983,1115111
3,1,991,8112,1,1,1,4,991,1,1966,1,225111
4,2.5,3141,6887,2,1,1,3,3141,1,1999,1,647111
5,3,4531,258746,1.5,1,1,4,3211,1331,2113,1,951111
3,1.5,1371,8471,1,1,1,4,1371,1,1961,2111,185111
3,2.5,1941,4927,2,1,1,3,1941,1,2114,2113,335111
3,2.5,1141,2643,2,1,1,3,721,321,2114,2113,211111
4,2.25,1811,8623,1,1,1,4,1361,441,1981,1,522111
3,1.75,1721,5111,1,1,1,3,1721,1,1954,2114,771111
3,1,981,6381,1,1,1,3,761,221,1941,1994,499951
4,2.5,3111,6142,2,1,1,3,3111,1,2114,2113,751111
5,3,2111,7715,1,1,1,3,1251,851,2113,1923,331111
3,1.5,2121,11358,1,1,1,4,1191,831,1956,1,465111
4,1.75,2351,11914,1,1,1,4,2351,1,1961,2111,851111
4,2.25,3291,12329,1.5,1,1,4,3291,1,1968,1,947511
5,2.25,2181,7813,2,1,1,3,2181,1,1986,1,312111
2,2.25,1291,1334,3,1,1,3,1291,1,2117,1,511111
3,1,1461,9751,1,1,1,4,1461,1,1969,1,211111
2,1,1291,2828,2,1,1,3,1291,1,2118,1,265111
4,2.5,2351,3151,1.5,1,1,4,1691,661,1911,1,871311
3,1,1181,8111,1,1,1,4,1181,1,1955,2119,339111
4,2.5,2671,13463,2,1,1,4,2671,1,1989,1,691111
4,3.25,3681,5759,2,1,1,3,2841,841,2113,1,788111
3,1.75,1441,8141,1,1,1,3,961,481,1951,1994,315275
4,1.75,1941,4811,1,1,1,5,1131,911,1922,1956,515111
3,1,1281,9898,1,1,1,3,1281,1,1968,1997,368111
3,2.75,2981,27144,1.5,1,2,5,2181,811,1917,1,947511
3,1,971,8581,1,1,1,3,971,1,1959,1989,156111
4,3,2111,5111,1.5,1,2,4,1641,471,1931,1,611111
2,2.5,1481,1369,3,1,1,3,1481,1,2119,1,421111
2,1,711,11541,1,1,1,3,711,1,1953,1,192111
3,2,2711,6121,1,1,1,4,1351,1351,1962,1,911111
4,3.25,2331,9687,2,1,3,3,2331,1,1918,1,1311111
5,1.75,3381,21121,1,1,1,4,1691,1691,1963,1,1346411
4,2.75,2611,2751,1.5,1,1,3,1621,981,1936,1,841111
2,1.75,1361,8111,1,1,1,3,861,511,1975,1,311111
4,2.5,2781,6369,1,1,1,3,1591,1191,1978,1,515111
3,1,1251,53143,1,1,1,5,1251,1,1945,1,111111
3,2.5,2621,8951,2,1,1,3,2621,1,1992,1,746111
3,1.5,1351,7621,1,1,1,5,1351,1,1941,1,211111
4,3,2411,3341,1,1,1,4,1211,1211,1964,1,675111
4,2.5,2761,5111,1.5,1,1,5,1681,1181,1928,1971,734211
4,2.25,3171,16128,1,1,3,3,1871,1211,1976,1,1225111
2,1.75,2141,28593,1.5,1,3,4,2141,1,1919,1991,615111
4,2,1771,6111,2,1,1,5,1771,1,1911,1981,631111
4,3.75,3491,9171,2,1,1,3,3491,1,2112,1912,1264111
2,1.5,831,1333,2,1,1,3,831,1,2115,1,311511
2,2.5,981,895,2,1,1,3,671,311,2119,1,369111
3,2.5,1571,1433,3,1,1,3,1571,1,2111,1,635111
4,3.25,3271,5187,2,1,1,3,3111,161,2114,1,1133888
4,2.5,2161,6223,2,1,1,3,2161,1,2111,1,383111
4,3.75,3281,11111,2,1,1,3,2321,961,2118,1,1151111
4,2.5,3361,7685,2,1,1,3,3361,1,2111,1,455111
5,2.75,3151,7119,2,1,1,3,3151,1,2113,1923,819911
3,3.5,1811,1846,2,1,1,4,1441,371,2119,1,625111
4,2.5,2741,7141,2,1,1,3,2741,1,1993,1,651111
5,4.75,3831,35111,1,1,1,3,2131,1711,1976,1,481111
3,3.25,3191,5283,2,1,1,3,3191,1,2117,1,757111
3,2.25,2351,11451,1,1,1,3,1391,961,1977,2114,461111
4,2.25,2511,8165,1,1,1,4,1611,911,1972,1,267345
2,2,1681,4951,1,1,1,3,1681,1,2116,1,531111
3,2,1771,6611,1,1,1,4,961,811,1954,1979,449511
3,1,1191,7315,1,1,1,5,1191,1,1981,1,289111
5,2.5,3111,5711,2,1,1,3,3111,1,2116,1,373111
5,3,2451,4591,2,1,1,3,2451,1,1994,1,525111
3,3.25,3611,59677,2,1,1,3,2441,1171,2113,1,777111
4,2,2251,7511,1,1,1,5,1211,1151,1956,1,551111
3,1.5,1241,7735,1,1,1,4,1241,1,1957,2111,523111
4,2,2261,6111,1,1,1,3,1431,831,1958,2114,628111
4,1.75,2191,8164,1,1,1,4,1171,1121,1963,1,581111
5,1.75,2121,7912,1,1,1,3,1221,811,1962,2113,245111
3,1.75,1961,5111,1,1,1,5,981,981,1911,1984,415111
5,2.25,3121,16672,2,1,1,4,3121,1,1969,1,1895111
3,1.5,1251,7511,1,1,1,3,1251,1,1967,2111,225111
3,2.25,1491,9611,1,1,1,4,1171,321,1987,1,287111
6,3,2891,2371,2.5,1,1,3,2291,611,1916,2114,799211
3,1,1911,33888,1.5,1,1,4,1911,1,1942,1982,239951
3,1.75,1681,2411,1,1,1,5,871,811,1922,1956,591111
3,2.5,2131,8398,2,1,1,4,2131,1,1975,1,711111
4,2.5,3741,8711,1,1,1,3,2261,1481,2114,2113,475111
3,1.75,1581,11751,1,1,1,4,1181,411,1951,1999,575111
3,2.25,1781,6121,1.5,1,1,4,1391,391,1927,1,771111
2,1,911,6232,1,1,1,3,911,1,1943,2112,155111
7,4,3441,8111,2,1,1,3,3441,1,1971,2114,551111
3,2.5,1741,13751,2,1,1,4,1741,1,1975,1,645111
5,2.5,3411,8971,1,1,1,4,1711,1711,1959,1,464111
4,3.25,4411,16625,2,1,1,3,4411,1,2113,1,1151111
3,2.5,2111,14298,2,1,1,3,2111,1,1977,2114,351111
4,2.25,2711,38181,2,1,1,4,2711,1,1977,1,591111
4,2.5,5311,26211,2,1,2,2,4571,731,1923,1,2555111
3,1.5,1311,3881,1,1,1,3,1191,221,1956,2111,717111
4,1.5,1951,12559,1.5,1,1,3,1951,1,1939,1969,225111
3,1,1141,6535,1,1,1,3,1141,1,1947,2112,225111
3,1.75,1191,7211,1,1,1,3,1191,1,1968,1997,345111
2,1.75,651,5361,1,1,1,4,651,1,1931,1,231111
3,2,1481,6611,1,1,2,3,741,741,1943,2112,385111
2,1,791,2641,1,1,1,3,791,1,1973,2113,91111
4,2.5,3561,11119,1,1,2,3,2291,1271,1986,1,861111
4,2.5,3111,5548,2,1,1,3,3111,1,2116,1,675111
4,2.5,3491,7494,2,1,3,3,3491,1,2111,1,975111
3,1.75,2341,11495,1,1,1,4,2341,1,1967,1,781111
3,1.75,1651,8254,1,1,1,5,1161,591,1951,1,371111
3,2,1941,5821,1.5,1,1,5,1151,791,1944,1,665111
5,3,3411,9611,1,1,1,4,1871,1541,1968,1,675111
3,1,1711,4151,1.5,1,1,3,1711,1,1919,2114,621111
4,1.5,2741,4111,2,1,1,5,1931,811,1915,1,1115111
3,2.75,1251,892,2,1,1,3,1141,211,2111,1,451111
3,2.25,2451,42181,1,1,1,4,2451,1,1978,2111,451111
3,1.75,1691,8191,1,1,1,4,1691,1,1958,1972,531111
4,1.75,1951,13321,1,1,1,4,1371,581,1969,1,635111
5,2,2291,7125,1,1,1,3,1191,1111,1964,2111,581111
5,3.25,3371,17458,1,1,2,5,2111,1371,1982,1,1551111
3,1,1191,8641,1,1,1,4,1191,1,1973,1,285111
3,1,1191,9486,1,1,1,4,1191,1,1953,1983,375111
5,4.25,3531,7924,2,1,1,3,3531,1,2111,1,1411111
3,1,1441,5111,2,1,1,3,1441,1,1911,2116,561111
4,1.75,2181,13529,1,1,1,3,1191,1191,1956,2111,415111
4,1,1411,6111,1,1,1,3,811,611,1925,2112,413111
3,2.5,1951,8251,2,1,1,3,1951,1,1991,2119,287611
5,3.25,4861,23723,2,1,2,4,3821,1141,1989,1,1681111
3,1,1661,7211,1,1,1,3,1111,561,1963,2118,225111
3,1,1391,12823,1,1,1,4,1391,1,1968,1,319111
3,2,1351,14211,1,1,1,3,1351,1,1989,1,322511
3,2,1531,5411,1,1,1,4,1531,1,1937,1,571111
3,1.5,1271,5112,1,1,1,3,1271,1,1951,2115,465111
4,2.25,2141,6355,2,1,1,3,2141,1,2112,1,435111
4,2.5,2141,5616,2,1,1,3,2141,1,2112,1912,512111
3,3.5,2876,5186,2,1,1,3,2361,516,2117,1,525111
3,2.5,1581,1161,2,1,1,3,1111,571,2118,1,525111
4,3.5,3411,5196,2,1,1,3,3411,1,2112,1912,661111
4,2.5,3521,6773,2.5,1,1,3,2651,871,2116,1,871111
4,2.5,2211,4861,2,1,1,3,2211,1,2113,1923,651111
4,2.5,2791,5612,2,1,1,3,2791,1,2119,1,515111
3,2.5,1451,5118,1,1,1,3,841,611,2117,1,331111
4,1.75,1621,4981,1,1,1,4,861,761,1947,1988,385111
3,1.5,1221,1186,3,1,1,3,1221,1,2117,1,316111
3,1.75,2111,5111,1,1,1,4,1111,891,1921,1,546111
4,2.5,2191,7351,2.5,1,1,5,2191,1,1958,1,925111
4,1.75,1911,8251,1,1,1,4,951,951,1955,2119,542111
3,1,1711,4411,1.5,1,1,4,1711,1,1916,1991,811111
5,2.5,2541,3832,2,1,1,5,1761,781,1929,1,621111
2,1,1171,8925,1,1,2,3,1171,1,1911,1979,175111
5,5,5774,31675,1,1,2,3,4491,1284,1984,1,741111
3,2.25,2121,15113,2,1,1,3,2121,1,1984,1,345111
3,1.75,2171,26461,1,1,1,3,1451,721,1986,1,511111
4,2.75,2451,15112,1,1,1,5,2451,1,1974,1,531111
2,1,711,5211,1,1,1,5,711,1,1952,1998,155111
3,2.5,1781,7214,1,1,1,4,1411,381,1986,1,266111
3,2,1851,8251,1,1,1,4,1151,711,1952,1,257211
3,2,1571,5716,1,1,1,3,1571,1,1998,2116,265111
3,1,1291,5511,1,1,1,3,981,311,1951,1994,372221
5,2,1711,7314,1,1,1,3,1111,711,1956,2111,337511
2,1.5,1159,4811,1,1,1,3,1159,1,1948,1994,582511
3,2.75,1851,9611,1.5,1,1,5,1851,1,1965,1,489211
2,1,841,3522,1,1,1,3,841,1,1947,2112,415111
3,2.5,1691,1618,2,1,1,3,1151,541,2114,1,372977
3,1,1151,9876,1,1,1,3,1151,1,1953,1,311111
3,1.75,1411,3825,1.5,1,1,4,1111,311,1914,1,538111
3,2.5,2551,7211,2,1,2,3,2551,1,1981,2113,1411111
3,2.5,1841,5111,2,1,1,3,1841,1,2112,1912,317111
3,1.5,2361,6751,2,1,1,5,1931,431,1926,1,712511
4,2.5,2241,14667,2,1,1,4,2241,1,1989,1,565111
4,2.5,2711,4114,2,1,1,3,2711,1,2114,2113,723111
3,2.5,3131,31117,1.5,1,1,4,3131,1,1992,1,766951
3,1.75,1831,5121,1.5,1,2,5,1831,1,1913,1,682111
3,2.5,2221,6149,2,1,1,4,2221,1,1991,1,325111
3,2.5,2191,7641,1,1,1,3,1361,731,1962,2114,543111
3,1.75,1611,6121,1.5,1,1,3,1611,1,1924,2111,525111
4,1.75,2111,8625,1,1,1,4,1341,671,1957,2111,364111
2,1,831,4111,1,1,1,3,831,1,1955,2115,394475
4,2.5,2111,7226,2,1,1,3,2111,1,1995,1,316111
3,1,1151,5412,1.5,1,1,4,1151,1,1916,1991,339951
4,2.5,2151,39449,1,1,1,3,1421,731,1978,1,486111
3,1,861,11911,1,1,1,4,861,1,1963,1,161111
3,2.5,3111,21553,1,1,1,3,3111,1,1954,2115,931111
3,1,1111,17334,1,1,1,3,1111,1,1978,1,139111
3,1.5,1831,8111,1,1,1,4,1831,1,1957,2111,562111
2,1.75,1251,34395,1,1,1,4,1251,1,1951,1983,299111
3,2.5,1821,4883,2,1,1,3,1821,1,2115,1,511111
3,2,2191,42689,1.5,1,1,3,2191,1,1959,1998,499111
3,3.5,2111,12384,2,1,1,3,2111,1,1981,1,356111
4,2.5,2311,14123,2,1,1,3,2311,1,1991,1,471111
4,2.25,2161,5649,1,1,1,5,1361,711,1941,1,715111
4,2.25,4471,61373,2,1,1,3,4471,1,1988,2111,1121111
3,1,1661,7511,1,1,1,4,1161,611,1941,2111,458111
5,4.5,3811,8119,2,1,1,3,3811,1,2118,1,966111
3,1.75,2111,11211,2,1,1,4,2111,1,1966,1,315495
2,2,2371,217811,1.5,1,1,3,1611,771,1992,1,543111
3,2.25,1971,3716,2,1,1,3,1971,1,1997,1,341111
4,2.5,2471,33315,2,1,1,3,2471,1,1993,1,633111
3,1,1481,7831,1,1,1,3,1481,1,1952,2118,311111
5,3,2257,11117,1,1,1,3,1363,894,2115,1,349951
2,1,711,6111,1,1,1,4,711,1,1949,1985,267811
4,2,1631,9111,1,1,1,4,1151,581,1975,1,234111
4,2.5,3431,11157,2,1,1,3,3431,1,2111,1,741111
5,1.75,2221,6111,1.5,1,1,3,1421,811,1923,1998,617511
3,1.75,1341,7473,1,1,1,4,1341,1,1973,1,223111
2,1,981,2131,1,1,1,4,861,121,1918,1974,411111
3,2.5,2581,13196,2,1,1,3,2581,1,1986,1,812111
4,2.5,2231,4541,2,1,1,3,2231,1,2116,1,253111
4,2,2291,11137,1,1,1,4,2291,1,1955,2119,1158111
3,1,1261,8281,1,1,1,3,1261,1,1946,1,311111
4,2.75,1681,11181,1,1,1,4,1681,1,1966,1,625111
4,3.25,3211,7181,2,1,1,3,3211,1,2114,2113,717111
4,2.5,3321,7644,2,1,1,3,3321,1,1995,1,951111
4,2.5,3141,24123,2,1,1,3,3141,1,1999,1,421111
4,2.75,2271,7375,1,1,1,4,1291,981,1973,1,498111
3,2.5,2911,17172,2,1,1,3,2911,1,1989,1,451111
5,2.25,2511,9887,2,1,1,3,2511,1,1972,2112,955111
2,1,1241,7211,1,1,1,3,1241,1,1967,2111,215111
3,2.75,2581,5211,2,1,1,3,2581,1,2118,1,437111
3,2.75,2471,3611,2,1,1,3,2471,1,2117,1,773111
4,3.5,4911,9444,1.5,1,1,3,3111,1811,2117,1,1222511
3,2.5,1691,5125,2,1,1,3,1691,1,2113,1,256883
4,2.5,2241,12132,1,1,1,3,2241,1,1983,2119,592511
3,2,1651,7352,1,1,1,3,1161,491,1979,2114,252351
4,2.5,2711,5881,2,1,1,3,2711,1,1998,2116,371111
3,1.5,1261,11351,1,1,1,3,1261,1,1959,1989,465751
3,1,1151,8111,1,1,1,3,1151,1,1932,1,185111
4,2.75,2551,7636,1,1,1,3,1441,1111,1986,1,582811
3,1.75,1491,6931,1,1,1,4,1491,1,1991,1,245111
4,1.75,2121,7865,1,1,1,4,1111,1111,1963,1,312111
2,1,1321,4521,1,1,1,3,1321,1,1912,1971,451555
3,1,1231,11351,1,1,1,4,1231,1,1957,2111,251111
4,2.5,2171,7811,2,1,1,3,2171,1,1989,1,255111
4,1.75,2931,11562,1,1,3,3,1671,1261,1947,2112,841111
3,1,1191,8521,1,1,1,3,1191,1,1967,2111,191111
3,1,1411,7166,1,1,1,3,1411,1,1957,2111,349951
4,2,1551,4815,1.5,1,1,3,1551,1,1919,2114,613111
3,1,1221,13111,1,1,1,4,1221,1,1955,2119,311111
3,2.5,1871,7344,1,1,1,3,1471,411,1981,1,455111
3,2.25,2151,31476,2,1,1,3,2151,1,1991,1,335111
3,1,981,3191,1.5,1,1,3,981,1,1913,2115,197511
3,1.5,1491,8475,1,1,1,4,1491,1,1963,1,412511
3,1.5,1121,7111,1,1,1,3,1121,1,1955,2115,395311
3,2.25,1181,9631,2,1,1,3,1181,1,1986,1,342411
4,2.5,3241,21311,2,1,1,3,3241,1,1985,1,749411
4,2.5,2151,6817,2,1,1,4,2151,1,1991,1,316511
3,2.5,2241,11811,2,1,1,3,2241,1,1996,1,391111
3,2,1411,7384,1,1,1,3,1151,251,1979,2114,225111
3,2.25,1981,41887,1,1,1,4,1981,1,1981,1,551111
3,1,1331,21562,1.5,1,1,3,1331,1,1959,1989,281111
4,2.5,3211,7535,2,1,1,3,3211,1,2116,1,1255111
2,1,1491,6111,1,1,1,3,1191,411,1946,1,575111
5,4.25,3921,16258,2,1,1,3,2911,1121,1991,2119,1111111
5,1.75,2111,3751,2,1,1,4,2111,1,1921,1,585111
4,2.5,2681,9185,2,1,1,3,2681,1,1989,1,621111
4,2,1671,9987,1,1,1,3,1671,1,1967,2111,214711
4,3,3151,9131,2,1,1,3,3151,1,2111,1,695111
4,3.25,2741,7266,2,1,1,3,2161,681,2113,1,689911
4,1.75,1891,8111,1,1,1,4,1251,641,1961,2111,375111
7,3.5,2871,29699,1,1,1,3,1521,1351,1961,2114,475111
3,1,1161,11384,1,1,1,4,1161,1,1969,1,215111
4,1.75,3551,19865,2,1,1,3,3551,1,1962,2112,2111111
3,1.75,1791,6117,1,1,2,3,1351,441,1941,1996,791111
3,1.75,1681,251471,1,1,1,4,1171,611,1941,2111,351111
3,2.5,4561,17622,2,1,1,4,3811,761,1986,1,695111
3,2.25,1591,7748,2,1,1,4,1591,1,1991,1,263111
3,1,1631,11314,1,1,1,5,1631,1,1953,1,411111
3,2.5,2711,7434,2,1,1,3,2711,1,1991,1,525111
3,2.5,1711,7496,2,1,1,3,1711,1,1994,1,349951
4,3.25,3741,12181,1,1,1,3,2111,1741,1988,2111,1185111
4,3,1981,5352,2.5,1,1,3,1981,1,1941,2115,744111
2,1,881,6345,1,1,1,3,881,1,1919,2111,312511
3,2,1411,6211,1,1,1,3,711,711,1948,1994,241111
4,2,2151,4111,1.5,1,1,5,1211,841,1941,1,495111
3,2.5,2361,4638,2,1,3,3,2361,1,1996,1,581151
4,2,2561,7798,1,1,1,4,1891,671,1947,1988,641111
3,1.5,1341,11224,1,1,1,4,1341,1,1956,1,417111
3,1,1161,5211,1,1,1,5,1161,1,1971,1,174951
3,1.5,851,2511,1,1,1,3,851,1,1986,1,295111
4,1.75,1881,7313,1,1,1,3,1111,871,1976,1,423111
3,1,1231,12315,1,1,1,3,1231,1,1955,1991,839111
4,1.75,2291,11291,1,1,1,3,1341,951,1961,2112,343111
3,1,1661,6582,1,1,1,5,1111,661,1946,1,467111
3,2.5,1841,2875,2,1,1,4,1841,1,1997,1,512511
4,2.5,3121,17811,1,1,1,3,1611,1421,1979,2114,575111
3,1.75,1411,6886,1,1,1,3,1411,1,1924,2113,465111
3,1,1111,9514,1,1,1,3,1111,1,1969,2111,271111
3,1.75,1961,8136,1,1,1,3,981,981,1948,1994,341111
5,3.75,3581,14275,2,1,1,3,3191,391,1999,1,765111
4,2.5,2241,7211,2,1,1,3,2241,1,1995,1,497111
4,2.5,3311,5414,2,1,1,3,3311,1,2114,2113,813111
3,2.5,1232,1131,3,1,1,3,1232,1,2117,1,344111
4,3.5,3931,5681,2,1,1,3,2821,1111,2113,1923,828951
3,2.5,1721,3611,2,1,1,3,1721,1,2111,1,386381
3,2.25,1491,974,2,1,1,3,1221,271,2119,1,312111
3,2.5,3151,151588,2,1,1,3,3151,1,2117,1,721111
4,2.5,3951,11856,3,1,1,3,3951,1,2113,1923,914511
5,2.75,3131,11335,2,1,1,3,3131,1,2113,1923,819995
2,1.5,1171,9643,1,1,1,3,1171,1,1985,1,252711
3,2.5,2321,36847,2,1,2,3,2321,1,1992,1,437511
1,1,711,5111,1,1,1,3,711,1,1942,1999,351111
3,2.5,2721,6439,2,1,1,3,2721,1,2115,1,619111
3,2.5,1811,5761,2,1,1,4,1811,1,1991,1,418211
3,1.75,1561,4149,1.5,1,2,3,1111,561,1926,2113,451111
3,2,1761,11411,1,1,1,5,1161,711,1977,1,317111
4,3.25,3121,5111,2,1,1,3,2371,751,2115,1,799111
2,1,2121,7211,1,1,3,4,1711,321,1947,1988,721111
3,2,1451,2411,1.5,1,1,3,1451,1,1911,2113,491111
4,2.25,1861,7111,1,1,1,3,1121,741,1979,2114,239911
4,2.25,2271,7811,1,1,1,3,1291,981,1977,2114,446111
3,2.5,1481,15639,2,1,1,3,1481,1,1987,2111,275111
5,1,1461,6132,2,1,1,4,1461,1,1941,1998,239951
4,3.5,1851,6519,2,1,1,3,1131,721,1986,1,248111
3,2.5,2171,5111,2,1,1,3,2171,1,2113,1,619511
3,1.75,1726,197326,2,1,1,4,1726,1,1982,2111,363751
3,1.75,1181,11541,1,1,1,4,941,241,1981,1,385111
4,1.5,1371,9957,1,1,1,3,911,471,1972,2112,371111
3,2.5,2671,13218,1,1,1,4,2671,1,1988,1,425111
3,1,1261,6826,1,1,1,3,721,541,1944,1,342111
4,1,1981,7991,1.5,1,1,3,1981,1,1962,2113,345111
3,2,2151,3933,1,1,1,3,1181,871,1926,2111,724811
5,2.75,2831,5311,2,1,1,3,2831,1,2116,1,725111
2,1,911,3611,1,1,1,4,911,1,1919,1989,615111
4,2.5,2441,4111,2,1,1,3,2441,1,2119,1,351111
3,2,2181,5441,1,1,1,5,1111,1181,1914,1,785111
3,2,1911,6661,1,1,1,5,951,951,1966,1,251111
3,2.25,1521,1221,3,1,1,3,1521,1,2113,1923,565111
3,2,2221,6641,1,1,2,4,1221,1111,1947,1988,875111
4,2.75,3281,24441,2,1,1,3,3281,1,1996,1,862511
3,2.5,2741,83199,2,1,4,3,2741,1,1973,2113,411111
2,1,831,6117,1,1,1,4,831,1,1954,1979,282613
2,1,1111,5211,1,1,1,3,1111,1,1955,2115,174511
3,2.25,2161,38377,1,1,1,4,1561,511,1978,2111,316511
3,2.25,1991,7341,2,1,1,3,1991,1,1984,1,445111
4,2.5,2281,7568,2,1,1,4,2281,1,2111,1,433111
3,2.5,1871,5874,2,1,1,3,1871,1,2115,1,316111
3,2.25,1721,4111,1.5,1,1,4,1451,271,1921,1,621111
2,1,871,6151,1,1,1,3,871,1,1941,1994,245111
3,2,1121,1214,2,1,1,3,721,311,2114,2113,238111
3,1.5,1261,3135,1.5,1,1,3,1261,1,1931,1,523111
3,2.5,2371,7875,2,1,1,3,2371,1,2113,1,522511
3,1,1111,18513,1,1,1,3,1111,1,1941,1996,181111
3,1.5,1111,1751,2,1,1,3,941,161,2117,1,375111
3,2.25,1441,7673,1,1,1,3,941,511,1982,1,249111
4,2.5,3121,14311,2,1,1,3,3121,1,2113,1,731111
2,2,2261,9614,1,1,1,3,2261,1,1991,2119,551111
4,2.5,2791,7956,2,1,1,3,2791,1,2115,1,375111
1,1,1141,6711,1.5,1,1,3,1141,1,1921,1979,541111
3,2.25,1291,2511,2,1,1,4,1291,1,1987,1,615111
5,1.75,1731,5211,1,1,1,4,1151,681,1978,2111,215111
4,2.5,3161,11381,2,1,1,3,3161,1,1983,2119,645111
4,2.5,2341,8991,2,1,1,3,2341,1,2113,1,314111
3,1.5,1171,4951,1,1,1,4,1171,1,1961,2111,331111
2,1,1161,5111,1,1,1,4,1161,1,1937,1,491111
3,3,1971,24318,1,1,1,3,1971,1,2111,1,445111
5,4.25,6491,11862,2,1,3,4,3941,2551,1991,1,2111111
3,2.25,1411,1377,2,1,1,3,1291,121,2115,1,377511
